r,m,c,t,value
ROW,Sn,scrap,2031,0.0
EU27,Zn,concentrate,2032,0.0
EU27,Zn,refined_metal,2032,0.0
EU27,Zn,scrap,2032,0.0
EU27,Ni,concentrate,2032,0.0
EU27,Ni,refined_metal,2032,0.0
EU27,Ni,scrap,2032,0.0
EU27,Sn,concentrate,2032,0.0
EU27,Sn,refined_metal,2032,0.0
EU27,Sn,scrap,2032,0.0
CHN,Zn,concentrate,2032,0.0
CHN,Zn,refined_metal,2032,0.0
CHN,Zn,scrap,2032,0.0
CHN,Ni,concentrate,2032,0.0
CHN,Ni,refined_metal,2032,0.0
CHN,Ni,scrap,2032,0.0
CHN,Sn,concentrate,2032,0.0
CHN,Sn,refined_metal,2032,0.0
CHN,Sn,scrap,2032,0.0
ROW,Zn,concentrate,2032,0.0
ROW,Zn,refined_metal,2032,0.0
ROW,Zn,scrap,2032,0.0
ROW,Ni,concentrate,2032,0.0
ROW,Ni,refined_metal,2032,0.0
ROW,Ni,scrap,2032,0.0
ROW,Sn,concentrate,2032,0.0
ROW,Sn,refined_metal,2032,0.0
ROW,Sn,scrap,2032,0.0
EU27,Zn,concentrate,2033,0.0
EU27,Zn,refined_metal,2033,0.0
EU27,Zn,scrap,2033,0.0
EU27,Ni,concentrate,2033,0.0
EU27,Ni,refined_metal,2033,0.0
EU27,Ni,scrap,2033,0.0
EU27,Sn,concentrate,2033,0.0
EU27,Sn,refined_metal,2033,0.0
EU27,Sn,scrap,2033,0.0
CHN,Zn,concentrate,2033,0.0
CHN,Zn,refined_metal,2033,0.0
CHN,Zn,scrap,2033,0.0
CHN,Ni,concentrate,2033,0.0
CHN,Ni,refined_metal,2033,0.0
CHN,Ni,scrap,2033,0.0
CHN,Sn,concentrate,2033,0.0
CHN,Sn,refined_metal,2033,0.0
CHN,Sn,scrap,2033,0.0
ROW,Zn,concentrate,2033,0.0
ROW,Zn,refined_metal,2033,0.0
ROW,Zn,scrap,2033,0.0
ROW,Ni,concentrate,2033,0.0
ROW,Ni,refined_metal,2033,0.0
ROW,Ni,scrap,2033,0.0
ROW,Sn,concentrate,2033,0.0
ROW,Sn,refined_metal,2033,0.0
ROW,Sn,scrap,2033,0.0
EU27,Zn,concentrate,2034,0.0
EU27,Zn,refined_metal,2034,0.0
EU27,Zn,scrap,2034,0.0
EU27,Ni,concentrate,2034,0.0
EU27,Ni,refined_metal,2034,0.0
EU27,Ni,scrap,2034,0.0
EU27,Sn,concentrate,2034,0.0
EU27,Sn,refined_metal,2034,0.0
EU27,Sn,scrap,2034,0.0
CHN,Zn,concentrate,2034,0.0
CHN,Zn,refined_metal,2034,0.0
CHN,Zn,scrap,2034,0.0
CHN,Ni,concentrate,2034,0.0
CHN,Ni,refined_metal,2034,0.0
CHN,Ni,scrap,2034,0.0
CHN,Sn,concentrate,2034,0.0
CHN,Sn,refined_metal,2034,0.0
CHN,Sn,scrap,2034,0.0
ROW,Zn,concentrate,2034,0.0
ROW,Zn,refined_metal,2034,0.0
ROW,Zn,scrap,2034,0.0
ROW,Ni,concentrate,2034,0.0
ROW,Ni,refined_metal,2034,0.0
ROW,Ni,scrap,2034,0.0
ROW,Sn,concentrate,2034,0.0
ROW,Sn,refined_metal,2034,0.0
ROW,Sn,scrap,2034,0.0
EU27,Zn,concentrate,2035,0.0
EU27,Zn,refined_metal,2035,0.0
EU27,Zn,scrap,2035,0.0
EU27,Ni,concentrate,2035,0.0
EU27,Ni,refined_metal,2035,0.0
EU27,Ni,scrap,2035,0.0
EU27,Sn,concentrate,2035,0.0
EU27,Sn,refined_metal,2035,0.0
EU27,Sn,scrap,2035,0.0
CHN,Zn,concentrate,2035,0.0
CHN,Zn,refined_metal,2035,0.0
CHN,Zn,scrap,2035,0.0
CHN,Ni,concentrate,2035,0.0
CHN,Ni,refined_metal,2035,0.0
CHN,Ni,scrap,2035,0.0
CHN,Sn,concentrate,2035,0.0
CHN,Sn,refined_metal,2035,0.0
CHN,Sn,scrap,2035,0.0
ROW,Zn,concentrate,2035,0.0
ROW,Zn,refined_metal,2035,0.0
ROW,Zn,scrap,2035,0.0
ROW,Ni,concentrate,2035,0.0
ROW,Ni,refined_metal,2035,0.0
ROW,Ni,scrap,2035,0.0
ROW,Sn,concentrate,2035,0.0
ROW,Sn,refined_metal,2035,0.0
ROW,Sn,scrap,2035,0.0
EU27,Zn,concentrate,2036,0.0
EU27,Zn,refined_metal,2036,0.0
EU27,Zn,scrap,2036,0.0
EU27,Ni,concentrate,2036,0.0
EU27,Ni,refined_metal,2036,0.0
EU27,Ni,scrap,2036,0.0
EU27,Sn,concentrate,2036,0.0
EU27,Sn,refined_metal,2036,0.0
EU27,Sn,scrap,2036,0.0
CHN,Zn,concentrate,2036,0.0
CHN,Zn,refined_metal,2036,0.0
CHN,Zn,scrap,2036,0.0
CHN,Ni,concentrate,2036,0.0
CHN,Ni,refined_metal,2036,0.0
CHN,Ni,scrap,2036,0.0
CHN,Sn,concentrate,2036,0.0
CHN,Sn,refined_metal,2036,0.0
CHN,Sn,scrap,2036,0.0
ROW,Zn,concentrate,2036,0.0
ROW,Zn,refined_metal,2036,0.0
ROW,Zn,scrap,2036,0.0
ROW,Ni,concentrate,2036,0.0
ROW,Ni,refined_metal,2036,0.0
ROW,Ni,scrap,2036,0.0
ROW,Sn,concentrate,2036,0.0
ROW,Sn,refined_metal,2036,0.0
ROW,Sn,scrap,2036,0.0
EU27,Zn,concentrate,2037,0.0
EU27,Zn,refined_metal,2037,0.0
EU27,Zn,scrap,2037,0.0
EU27,Ni,concentrate,2037,0.0
EU27,Ni,refined_metal,2037,0.0
EU27,Ni,scrap,2037,0.0
EU27,Sn,concentrate,2037,0.0
EU27,Sn,refined_metal,2037,0.0
EU27,Sn,scrap,2037,0.0
CHN,Zn,concentrate,2037,0.0
CHN,Zn,refined_metal,2037,0.0
CHN,Zn,scrap,2037,0.0
CHN,Ni,concentrate,2037,0.0
CHN,Ni,refined_metal,2037,0.0
CHN,Ni,scrap,2037,0.0
CHN,Sn,concentrate,2037,0.0
CHN,Sn,refined_metal,2037,0.0
CHN,Sn,scrap,2037,0.0
ROW,Zn,concentrate,2037,0.0
ROW,Zn,refined_metal,2037,0.0
ROW,Zn,scrap,2037,0.0
ROW,Ni,concentrate,2037,0.0
ROW,Ni,refined_metal,2037,0.0
ROW,Ni,scrap,2037,0.0
ROW,Sn,concentrate,2037,0.0
ROW,Sn,refined_metal,2037,0.0
ROW,Sn,scrap,2037,0.0
EU27,Zn,concentrate,2038,0.0
EU27,Zn,refined_metal,2038,0.0
EU27,Zn,scrap,2038,0.0
EU27,Ni,concentrate,2038,0.0
EU27,Ni,refined_metal,2038,0.0
EU27,Ni,scrap,2038,0.0
EU27,Sn,concentrate,2038,0.0
EU27,Sn,refined_metal,2038,0.0
EU27,Sn,scrap,2038,0.0
CHN,Zn,concentrate,2038,0.0
CHN,Zn,refined_metal,2038,0.0
CHN,Zn,scrap,2038,0.0
CHN,Ni,concentrate,2038,0.0
CHN,Ni,refined_metal,2038,0.0
CHN,Ni,scrap,2038,0.0
CHN,Sn,concentrate,2038,0.0
CHN,Sn,refined_metal,2038,0.0
CHN,Sn,scrap,2038,0.0
ROW,Zn,concentrate,2038,0.0
ROW,Zn,refined_metal,2038,0.0
ROW,Zn,scrap,2038,0.0
ROW,Ni,concentrate,2038,0.0
ROW,Ni,refined_metal,2038,0.0
ROW,Ni,scrap,2038,0.0
ROW,Sn,concentrate,2038,0.0
ROW,Sn,refined_metal,2038,0.0
ROW,Sn,scrap,2038,0.0
EU27,Zn,concentrate,2039,0.0
EU27,Zn,refined_metal,2039,0.0
EU27,Zn,scrap,2039,0.0
EU27,Ni,concentrate,2039,0.0
EU27,Ni,refined_metal,2039,0.0
EU27,Ni,scrap,2039,0.0
EU27,Sn,concentrate,2039,0.0
EU27,Sn,refined_metal,2039,0.0
EU27,Sn,scrap,2039,0.0
CHN,Zn,concentrate,2039,0.0
CHN,Zn,refined_metal,2039,0.0
CHN,Zn,scrap,2039,0.0
CHN,Ni,concentrate,2039,0.0
CHN,Ni,refined_metal,2039,0.0
CHN,Ni,scrap,2039,0.0
CHN,Sn,concentrate,2039,0.0
CHN,Sn,refined_metal,2039,0.0
CHN,Sn,scrap,2039,0.0
ROW,Zn,concentrate,2039,0.0
ROW,Zn,refined_metal,2039,0.0
ROW,Zn,scrap,2039,0.0
ROW,Ni,concentrate,2039,0.0
ROW,Ni,refined_metal,2039,0.0
ROW,Ni,scrap,2039,0.0
ROW,Sn,concentrate,2039,0.0
ROW,Sn,refined_metal,2039,0.0
ROW,Sn,scrap,2039,0.0
EU27,Zn,concentrate,2040,0.0
EU27,Zn,refined_metal,2040,0.0
EU27,Zn,scrap,2040,0.0
EU27,Ni,concentrate,2040,0.0
EU27,Ni,refined_metal,2040,0.0
EU27,Ni,scrap,2040,0.0
EU27,Sn,concentrate,2040,0.0
EU27,Sn,refined_metal,2040,0.0
EU27,Sn,scrap,2040,0.0
CHN,Zn,concentrate,2040,0.0
CHN,Zn,refined_metal,2040,0.0
CHN,Zn,scrap,2040,0.0
CHN,Ni,concentrate,2040,0.0
CHN,Ni,refined_metal,2040,0.0
CHN,Ni,scrap,2040,0.0
CHN,Sn,concentrate,2040,0.0
CHN,Sn,refined_metal,2040,0.0
CHN,Sn,scrap,2040,0.0
ROW,Zn,concentrate,2040,0.0
ROW,Zn,refined_metal,2040,0.0
ROW,Zn,scrap,2040,0.0
ROW,Ni,concentrate,2040,0.0
ROW,Ni,refined_metal,2040,0.0
ROW,Ni,scrap,2040,0.0
ROW,Sn,concentrate,2040,0.0
ROW,Sn,refined_metal,2040,0.0
ROW,Sn,scrap,2040,0.0
EU27,Zn,concentrate,2041,0.0
EU27,Zn,refined_metal,2041,0.0
EU27,Zn,scrap,2041,0.0
EU27,Ni,concentrate,2041,0.0
EU27,Ni,refined_metal,2041,0.0
EU27,Ni,scrap,2041,0.0
EU27,Sn,concentrate,2041,0.0
EU27,Sn,refined_metal,2041,0.0
EU27,Sn,scrap,2041,0.0
CHN,Zn,concentrate,2041,0.0
CHN,Zn,refined_metal,2041,0.0
CHN,Zn,scrap,2041,0.0
CHN,Ni,concentrate,2041,0.0
CHN,Ni,refined_metal,2041,0.0
CHN,Ni,scrap,2041,0.0
CHN,Sn,concentrate,2041,0.0
CHN,Sn,refined_metal,2041,0.0
CHN,Sn,scrap,2041,0.0
ROW,Zn,concentrate,2041,0.0
ROW,Zn,refined_metal,2041,0.0
ROW,Zn,scrap,2041,0.0
ROW,Ni,concentrate,2041,0.0
ROW,Ni,refined_metal,2041,0.0
ROW,Ni,scrap,2041,0.0
ROW,Sn,concentrate,2041,0.0
ROW,Sn,refined_metal,2041,0.0
ROW,Sn,scrap,2041,0.0
EU27,Zn,concentrate,2042,0.0
EU27,Zn,refined_metal,2042,0.0
EU27,Zn,scrap,2042,0.0
EU27,Ni,concentrate,2042,0.0
EU27,Ni,refined_metal,2042,0.0
EU27,Ni,scrap,2042,0.0
EU27,Sn,concentrate,2042,0.0
EU27,Sn,refined_metal,2042,0.0
EU27,Sn,scrap,2042,0.0
CHN,Zn,concentrate,2042,0.0
CHN,Zn,refined_metal,2042,0.0
CHN,Zn,scrap,2042,0.0
CHN,Ni,concentrate,2042,0.0
CHN,Ni,refined_metal,2042,0.0
CHN,Ni,scrap,2042,0.0
CHN,Sn,concentrate,2042,0.0
CHN,Sn,refined_metal,2042,0.0
CHN,Sn,scrap,2042,0.0
ROW,Zn,concentrate,2042,0.0
ROW,Zn,refined_metal,2042,0.0
ROW,Zn,scrap,2042,0.0
ROW,Ni,concentrate,2042,0.0
ROW,Ni,refined_metal,2042,0.0
ROW,Ni,scrap,2042,0.0
ROW,Sn,concentrate,2042,0.0
ROW,Sn,refined_metal,2042,0.0
ROW,Sn,scrap,2042,0.0
EU27,Zn,concentrate,2043,0.0
EU27,Zn,refined_metal,2043,0.0
EU27,Zn,scrap,2043,0.0
EU27,Ni,concentrate,2043,0.0
EU27,Ni,refined_metal,2043,0.0
EU27,Ni,scrap,2043,0.0
EU27,Sn,concentrate,2043,0.0
EU27,Sn,refined_metal,2043,0.0
EU27,Sn,scrap,2043,0.0
CHN,Zn,concentrate,2043,0.0
CHN,Zn,refined_metal,2043,0.0
CHN,Zn,scrap,2043,0.0
CHN,Ni,concentrate,2043,0.0
CHN,Ni,refined_metal,2043,0.0
CHN,Ni,scrap,2043,0.0
CHN,Sn,concentrate,2043,0.0
CHN,Sn,refined_metal,2043,0.0
CHN,Sn,scrap,2043,0.0
ROW,Zn,concentrate,2043,0.0
ROW,Zn,refined_metal,2043,0.0
ROW,Zn,scrap,2043,0.0
ROW,Ni,concentrate,2043,0.0
ROW,Ni,refined_metal,2043,0.0
ROW,Ni,scrap,2043,0.0
ROW,Sn,concentrate,2043,0.0
ROW,Sn,refined_metal,2043,0.0
ROW,Sn,scrap,2043,0.0
EU27,Zn,concentrate,2044,0.0
EU27,Zn,refined_metal,2044,0.0
EU27,Zn,scrap,2044,0.0
EU27,Ni,concentrate,2044,0.0
EU27,Ni,refined_metal,2044,0.0
EU27,Ni,scrap,2044,0.0
EU27,Sn,concentrate,2044,0.0
EU27,Sn,refined_metal,2044,0.0
EU27,Sn,scrap,2044,0.0
CHN,Zn,concentrate,2044,0.0
CHN,Zn,refined_metal,2044,0.0
CHN,Zn,scrap,2044,0.0
CHN,Ni,concentrate,2044,0.0
CHN,Ni,refined_metal,2044,0.0
CHN,Ni,scrap,2044,0.0
CHN,Sn,concentrate,2044,0.0
CHN,Sn,refined_metal,2044,0.0
CHN,Sn,scrap,2044,0.0
ROW,Zn,concentrate,2044,0.0
ROW,Zn,refined_metal,2044,0.0
ROW,Zn,scrap,2044,0.0
ROW,Ni,concentrate,2044,0.0
ROW,Ni,refined_metal,2044,0.0
ROW,Ni,scrap,2044,0.0
ROW,Sn,concentrate,2044,0.0
ROW,Sn,refined_metal,2044,0.0
ROW,Sn,scrap,2044,0.0
EU27,Zn,concentrate,2045,0.0
EU27,Zn,refined_metal,2045,0.0
EU27,Zn,scrap,2045,0.0
EU27,Ni,concentrate,2045,0.0
EU27,Ni,refined_metal,2045,0.0
EU27,Ni,scrap,2045,0.0
EU27,Sn,concentrate,2045,0.0
EU27,Sn,refined_metal,2045,0.0
EU27,Sn,scrap,2045,0.0
CHN,Zn,concentrate,2045,0.0
CHN,Zn,refined_metal,2045,0.0
CHN,Zn,scrap,2045,0.0
CHN,Ni,concentrate,2045,0.0
CHN,Ni,refined_metal,2045,0.0
CHN,Ni,scrap,2045,0.0
CHN,Sn,concentrate,2045,0.0
CHN,Sn,refined_metal,2045,0.0
CHN,Sn,scrap,2045,0.0
ROW,Zn,concentrate,2045,0.0
ROW,Zn,refined_metal,2045,0.0
ROW,Zn,scrap,2045,0.0
ROW,Ni,concentrate,2045,0.0
ROW,Ni,refined_metal,2045,0.0
ROW,Ni,scrap,2045,0.0
ROW,Sn,concentrate,2045,0.0
ROW,Sn,refined_metal,2045,0.0
ROW,Sn,scrap,2045,0.0
EU27,Zn,concentrate,2046,0.0
EU27,Zn,refined_metal,2046,0.0
EU27,Zn,scrap,2046,0.0
EU27,Ni,concentrate,2046,0.0
EU27,Ni,refined_metal,2046,0.0
EU27,Ni,scrap,2046,0.0
EU27,Sn,concentrate,2046,0.0
EU27,Sn,refined_metal,2046,0.0
EU27,Sn,scrap,2046,0.0
CHN,Zn,concentrate,2046,0.0
CHN,Zn,refined_metal,2046,0.0
CHN,Zn,scrap,2046,0.0
CHN,Ni,concentrate,2046,0.0
CHN,Ni,refined_metal,2046,0.0
CHN,Ni,scrap,2046,0.0
CHN,Sn,concentrate,2046,0.0
CHN,Sn,refined_metal,2046,0.0
CHN,Sn,scrap,2046,0.0
ROW,Zn,concentrate,2046,0.0
ROW,Zn,refined_metal,2046,0.0
ROW,Zn,scrap,2046,0.0
ROW,Ni,concentrate,2046,0.0
ROW,Ni,refined_metal,2046,0.0
ROW,Ni,scrap,2046,0.0
ROW,Sn,concentrate,2046,0.0
ROW,Sn,refined_metal,2046,0.0
ROW,Sn,scrap,2046,0.0
EU27,Zn,concentrate,2047,0.0
EU27,Zn,refined_metal,2047,0.0
EU27,Zn,scrap,2047,0.0
EU27,Ni,concentrate,2047,0.0
EU27,Ni,refined_metal,2047,0.0
EU27,Ni,scrap,2047,0.0
EU27,Sn,concentrate,2047,0.0
EU27,Sn,refined_metal,2047,0.0
EU27,Sn,scrap,2047,0.0
CHN,Zn,concentrate,2047,0.0
CHN,Zn,refined_metal,2047,0.0
CHN,Zn,scrap,2047,0.0
CHN,Ni,concentrate,2047,0.0
CHN,Ni,refined_metal,2047,0.0
CHN,Ni,scrap,2047,0.0
CHN,Sn,concentrate,2047,0.0
CHN,Sn,refined_metal,2047,0.0
CHN,Sn,scrap,2047,0.0
ROW,Zn,concentrate,2047,0.0
ROW,Zn,refined_metal,2047,0.0
ROW,Zn,scrap,2047,0.0
ROW,Ni,concentrate,2047,0.0
ROW,Ni,refined_metal,2047,0.0
ROW,Ni,scrap,2047,0.0
ROW,Sn,concentrate,2047,0.0
ROW,Sn,refined_metal,2047,0.0
ROW,Sn,scrap,2047,0.0
EU27,Zn,concentrate,2048,0.0
EU27,Zn,refined_metal,2048,0.0
EU27,Zn,scrap,2048,0.0
EU27,Ni,concentrate,2048,0.0
EU27,Ni,refined_metal,2048,0.0
EU27,Ni,scrap,2048,0.0
EU27,Sn,concentrate,2048,0.0
EU27,Sn,refined_metal,2048,0.0
EU27,Sn,scrap,2048,0.0
CHN,Zn,concentrate,2048,0.0
CHN,Zn,refined_metal,2048,0.0
CHN,Zn,scrap,2048,0.0
CHN,Ni,concentrate,2048,0.0
CHN,Ni,refined_metal,2048,0.0
CHN,Ni,scrap,2048,0.0
CHN,Sn,concentrate,2048,0.0
CHN,Sn,refined_metal,2048,0.0
CHN,Sn,scrap,2048,0.0
ROW,Zn,concentrate,2048,0.0
ROW,Zn,refined_metal,2048,0.0
ROW,Zn,scrap,2048,0.0
ROW,Ni,concentrate,2048,0.0
ROW,Ni,refined_metal,2048,0.0
ROW,Ni,scrap,2048,0.0
ROW,Sn,concentrate,2048,0.0
ROW,Sn,refined_metal,2048,0.0
ROW,Sn,scrap,2048,0.0
EU27,Zn,concentrate,2049,0.0
EU27,Zn,refined_metal,2049,0.0
EU27,Zn,scrap,2049,0.0
EU27,Ni,concentrate,2049,0.0
EU27,Ni,refined_metal,2049,0.0
EU27,Ni,scrap,2049,0.0
EU27,Sn,concentrate,2049,0.0
EU27,Sn,refined_metal,2049,0.0
EU27,Sn,scrap,2049,0.0
CHN,Zn,concentrate,2049,0.0
CHN,Zn,refined_metal,2049,0.0
CHN,Zn,scrap,2049,0.0
CHN,Ni,concentrate,2049,0.0
CHN,Ni,refined_metal,2049,0.0
CHN,Ni,scrap,2049,0.0
CHN,Sn,concentrate,2049,0.0
CHN,Sn,refined_metal,2049,0.0
CHN,Sn,scrap,2049,0.0
ROW,Zn,concentrate,2049,0.0
ROW,Zn,refined_metal,2049,0.0
ROW,Zn,scrap,2049,0.0
ROW,Ni,concentrate,2049,0.0
ROW,Ni,refined_metal,2049,0.0
ROW,Ni,scrap,2049,0.0
ROW,Sn,concentrate,2049,0.0
ROW,Sn,refined_metal,2049,0.0
ROW,Sn,scrap,2049,0.0
EU27,Zn,concentrate,2050,0.0
EU27,Zn,refined_metal,2050,0.0
EU27,Zn,scrap,2050,0.0
EU27,Ni,concentrate,2050,0.0
EU27,Ni,refined_metal,2050,0.0
EU27,Ni,scrap,2050,0.0
EU27,Sn,concentrate,2050,0.0
EU27,Sn,refined_metal,2050,0.0
EU27,Sn,scrap,2050,0.0
CHN,Zn,concentrate,2050,0.0
CHN,Zn,refined_metal,2050,0.0
CHN,Zn,scrap,2050,0.0
CHN,Ni,concentrate,2050,0.0
CHN,Ni,refined_metal,2050,0.0
CHN,Ni,scrap,2050,0.0
CHN,Sn,concentrate,2050,0.0
CHN,Sn,refined_metal,2050,0.0
CHN,Sn,scrap,2050,0.0
ROW,Zn,concentrate,2050,0.0
ROW,Zn,refined_metal,2050,0.0
ROW,Zn,scrap,2050,0.0
ROW,Ni,concentrate,2050,0.0
ROW,Ni,refined_metal,2050,0.0
ROW,Ni,scrap,2050,0.0
ROW,Sn,concentrate,2050,0.0
ROW,Sn,refined_metal,2050,0.0
ROW,Sn,scrap,2050,0.0
EU27,Zn,concentrate,2051,0.0
EU27,Zn,refined_metal,2051,0.0
EU27,Zn,scrap,2051,0.0
EU27,Ni,concentrate,2051,0.0
EU27,Ni,refined_metal,2051,0.0
EU27,Ni,scrap,2051,0.0
EU27,Sn,concentrate,2051,0.0
EU27,Sn,refined_metal,2051,0.0
EU27,Sn,scrap,2051,0.0
CHN,Zn,concentrate,2051,0.0
CHN,Zn,refined_metal,2051,0.0
CHN,Zn,scrap,2051,0.0
CHN,Ni,concentrate,2051,0.0
CHN,Ni,refined_metal,2051,0.0
CHN,Ni,scrap,2051,0.0
CHN,Sn,concentrate,2051,0.0
CHN,Sn,refined_metal,2051,0.0
CHN,Sn,scrap,2051,0.0
ROW,Zn,concentrate,2051,0.0
ROW,Zn,refined_metal,2051,0.0
ROW,Zn,scrap,2051,0.0
ROW,Ni,concentrate,2051,0.0
ROW,Ni,refined_metal,2051,0.0
ROW,Ni,scrap,2051,0.0
ROW,Sn,concentrate,2051,0.0
ROW,Sn,refined_metal,2051,0.0
ROW,Sn,scrap,2051,0.0
EU27,Zn,concentrate,2052,0.0
EU27,Zn,refined_metal,2052,0.0
EU27,Zn,scrap,2052,0.0
EU27,Ni,concentrate,2052,0.0
EU27,Ni,refined_metal,2052,0.0
EU27,Ni,scrap,2052,0.0
EU27,Sn,concentrate,2052,0.0
EU27,Sn,refined_metal,2052,0.0
EU27,Sn,scrap,2052,0.0
CHN,Zn,concentrate,2052,0.0
CHN,Zn,refined_metal,2052,0.0
CHN,Zn,scrap,2052,0.0
CHN,Ni,concentrate,2052,0.0
CHN,Ni,refined_metal,2052,0.0
CHN,Ni,scrap,2052,0.0
CHN,Sn,concentrate,2052,0.0
CHN,Sn,refined_metal,2052,0.0
CHN,Sn,scrap,2052,0.0
ROW,Zn,concentrate,2052,0.0
ROW,Zn,refined_metal,2052,0.0
ROW,Zn,scrap,2052,0.0
ROW,Ni,concentrate,2052,0.0
ROW,Ni,refined_metal,2052,0.0
ROW,Ni,scrap,2052,0.0
ROW,Sn,concentrate,2052,0.0
ROW,Sn,refined_metal,2052,0.0
ROW,Sn,scrap,2052,0.0
EU27,Zn,concentrate,2053,0.0
EU27,Zn,refined_metal,2053,0.0
EU27,Zn,scrap,2053,0.0
EU27,Ni,concentrate,2053,0.0
EU27,Ni,refined_metal,2053,0.0
EU27,Ni,scrap,2053,0.0
EU27,Sn,concentrate,2053,0.0
EU27,Sn,refined_metal,2053,0.0
EU27,Sn,scrap,2053,0.0
CHN,Zn,concentrate,2053,0.0
CHN,Zn,refined_metal,2053,0.0
CHN,Zn,scrap,2053,0.0
CHN,Ni,concentrate,2053,0.0
CHN,Ni,refined_metal,2053,0.0
CHN,Ni,scrap,2053,0.0
CHN,Sn,concentrate,2053,0.0
CHN,Sn,refined_metal,2053,0.0
CHN,Sn,scrap,2053,0.0
ROW,Zn,concentrate,2053,0.0
ROW,Zn,refined_metal,2053,0.0
ROW,Zn,scrap,2053,0.0
ROW,Ni,concentrate,2053,0.0
ROW,Ni,refined_metal,2053,0.0
ROW,Ni,scrap,2053,0.0
ROW,Sn,concentrate,2053,0.0
ROW,Sn,refined_metal,2053,0.0
ROW,Sn,scrap,2053,0.0
EU27,Zn,concentrate,2054,0.0
EU27,Zn,refined_metal,2054,0.0
EU27,Zn,scrap,2054,0.0
EU27,Ni,concentrate,2054,0.0
EU27,Ni,refined_metal,2054,0.0
EU27,Ni,scrap,2054,0.0
EU27,Sn,concentrate,2054,0.0
EU27,Sn,refined_metal,2054,0.0
EU27,Sn,scrap,2054,0.0
CHN,Zn,concentrate,2054,0.0
CHN,Zn,refined_metal,2054,0.0
CHN,Zn,scrap,2054,0.0
CHN,Ni,concentrate,2054,0.0
CHN,Ni,refined_metal,2054,0.0
CHN,Ni,scrap,2054,0.0
CHN,Sn,concentrate,2054,0.0
CHN,Sn,refined_metal,2054,0.0
CHN,Sn,scrap,2054,0.0
ROW,Zn,concentrate,2054,0.0
ROW,Zn,refined_metal,2054,0.0
ROW,Zn,scrap,2054,0.0
ROW,Ni,concentrate,2054,0.0
ROW,Ni,refined_metal,2054,0.0
ROW,Ni,scrap,2054,0.0
ROW,Sn,concentrate,2054,0.0
ROW,Sn,refined_metal,2054,0.0
ROW,Sn,scrap,2054,0.0
EU27,Zn,concentrate,2055,0.0
EU27,Zn,refined_metal,2055,0.0
EU27,Zn,scrap,2055,0.0
EU27,Ni,concentrate,2055,0.0
EU27,Ni,refined_metal,2055,0.0
EU27,Ni,scrap,2055,0.0
EU27,Sn,concentrate,2055,0.0
EU27,Sn,refined_metal,2055,0.0
EU27,Sn,scrap,2055,0.0
CHN,Zn,concentrate,2055,0.0
CHN,Zn,refined_metal,2055,0.0
CHN,Zn,scrap,2055,0.0
CHN,Ni,concentrate,2055,0.0
CHN,Ni,refined_metal,2055,0.0
CHN,Ni,scrap,2055,0.0
CHN,Sn,concentrate,2055,0.0
CHN,Sn,refined_metal,2055,0.0
CHN,Sn,scrap,2055,0.0
ROW,Zn,concentrate,2055,0.0
ROW,Zn,refined_metal,2055,0.0
ROW,Zn,scrap,2055,0.0
ROW,Ni,concentrate,2055,0.0
ROW,Ni,refined_metal,2055,0.0
ROW,Ni,scrap,2055,0.0
ROW,Sn,concentrate,2055,0.0
ROW,Sn,refined_metal,2055,0.0
ROW,Sn,scrap,2055,0.0
EU27,Zn,concentrate,2056,0.0
EU27,Zn,refined_metal,2056,0.0
EU27,Zn,scrap,2056,0.0
EU27,Ni,concentrate,2056,0.0
EU27,Ni,refined_metal,2056,0.0
EU27,Ni,scrap,2056,0.0
EU27,Sn,concentrate,2056,0.0
EU27,Sn,refined_metal,2056,0.0
EU27,Sn,scrap,2056,0.0
CHN,Zn,concentrate,2056,0.0
CHN,Zn,refined_metal,2056,0.0
CHN,Zn,scrap,2056,0.0
CHN,Ni,concentrate,2056,0.0
CHN,Ni,refined_metal,2056,0.0
CHN,Ni,scrap,2056,0.0
CHN,Sn,concentrate,2056,0.0
CHN,Sn,refined_metal,2056,0.0
CHN,Sn,scrap,2056,0.0
ROW,Zn,concentrate,2056,0.0
ROW,Zn,refined_metal,2056,0.0
ROW,Zn,scrap,2056,0.0
ROW,Ni,concentrate,2056,0.0
ROW,Ni,refined_metal,2056,0.0
ROW,Ni,scrap,2056,0.0
ROW,Sn,concentrate,2056,0.0
ROW,Sn,refined_metal,2056,0.0
ROW,Sn,scrap,2056,0.0
EU27,Zn,concentrate,2057,0.0
EU27,Zn,refined_metal,2057,0.0
EU27,Zn,scrap,2057,0.0
EU27,Ni,concentrate,2057,0.0
EU27,Ni,refined_metal,2057,0.0
EU27,Ni,scrap,2057,0.0
EU27,Sn,concentrate,2057,0.0
EU27,Sn,refined_metal,2057,0.0
EU27,Sn,scrap,2057,0.0
CHN,Zn,concentrate,2057,0.0
CHN,Zn,refined_metal,2057,0.0
CHN,Zn,scrap,2057,0.0
CHN,Ni,concentrate,2057,0.0
CHN,Ni,refined_metal,2057,0.0
CHN,Ni,scrap,2057,0.0
CHN,Sn,concentrate,2057,0.0
CHN,Sn,refined_metal,2057,0.0
CHN,Sn,scrap,2057,0.0
ROW,Zn,concentrate,2057,0.0
ROW,Zn,refined_metal,2057,0.0
ROW,Zn,scrap,2057,0.0
ROW,Ni,concentrate,2057,0.0
ROW,Ni,refined_metal,2057,0.0
