r,m,c,t,value
ROW,Ni,scrap,2057,0.0
ROW,Sn,concentrate,2057,0.0
ROW,Sn,refined_metal,2057,0.0
ROW,Sn,scrap,2057,0.0
EU27,Zn,concentrate,2058,0.0
EU27,Zn,refined_metal,2058,0.0
EU27,Zn,scrap,2058,0.0
EU27,Ni,concentrate,2058,0.0
EU27,Ni,refined_metal,2058,0.0
EU27,Ni,scrap,2058,0.0
EU27,Sn,concentrate,2058,0.0
EU27,Sn,refined_metal,2058,0.0
EU27,Sn,scrap,2058,0.0
CHN,Zn,concentrate,2058,0.0
CHN,Zn,refined_metal,2058,0.0
CHN,Zn,scrap,2058,0.0
CHN,Ni,concentrate,2058,0.0
CHN,Ni,refined_metal,2058,0.0
CHN,Ni,scrap,2058,0.0
CHN,Sn,concentrate,2058,0.0
CHN,Sn,refined_metal,2058,0.0
CHN,Sn,scrap,2058,0.0
ROW,Zn,concentrate,2058,0.0
ROW,Zn,refined_metal,2058,0.0
ROW,Zn,scrap,2058,0.0
ROW,Ni,concentrate,2058,0.0
ROW,Ni,refined_metal,2058,0.0
ROW,Ni,scrap,2058,0.0
ROW,Sn,concentrate,2058,0.0
ROW,Sn,refined_metal,2058,0.0
ROW,Sn,scrap,2058,0.0
EU27,Zn,concentrate,2059,0.0
EU27,Zn,refined_metal,2059,0.0
EU27,Zn,scrap,2059,0.0
EU27,Ni,concentrate,2059,0.0
EU27,Ni,refined_metal,2059,0.0
EU27,Ni,scrap,2059,0.0
EU27,Sn,concentrate,2059,0.0
EU27,Sn,refined_metal,2059,0.0
EU27,Sn,scrap,2059,0.0
CHN,Zn,concentrate,2059,0.0
CHN,Zn,refined_metal,2059,0.0
CHN,Zn,scrap,2059,0.0
CHN,Ni,concentrate,2059,0.0
CHN,Ni,refined_metal,2059,0.0
CHN,Ni,scrap,2059,0.0
CHN,Sn,concentrate,2059,0.0
CHN,Sn,refined_metal,2059,0.0
CHN,Sn,scrap,2059,0.0
ROW,Zn,concentrate,2059,0.0
ROW,Zn,refined_metal,2059,0.0
ROW,Zn,scrap,2059,0.0
ROW,Ni,concentrate,2059,0.0
ROW,Ni,refined_metal,2059,0.0
ROW,Ni,scrap,2059,0.0
ROW,Sn,concentrate,2059,0.0
ROW,Sn,refined_metal,2059,0.0
ROW,Sn,scrap,2059,0.0
EU27,Zn,concentrate,2060,0.0
EU27,Zn,refined_metal,2060,0.0
EU27,Zn,scrap,2060,0.0
EU27,Ni,concentrate,2060,0.0
EU27,Ni,refined_metal,2060,0.0
EU27,Ni,scrap,2060,0.0
EU27,Sn,concentrate,2060,0.0
EU27,Sn,refined_metal,2060,0.0
EU27,Sn,scrap,2060,0.0
CHN,Zn,concentrate,2060,0.0
CHN,Zn,refined_metal,2060,0.0
CHN,Zn,scrap,2060,0.0
CHN,Ni,concentrate,2060,0.0
CHN,Ni,refined_metal,2060,0.0
CHN,Ni,scrap,2060,0.0
CHN,Sn,concentrate,2060,0.0
CHN,Sn,refined_metal,2060,0.0
CHN,Sn,scrap,2060,0.0
ROW,Zn,concentrate,2060,0.0
ROW,Zn,refined_metal,2060,0.0
ROW,Zn,scrap,2060,0.0
ROW,Ni,concentrate,2060,0.0
ROW,Ni,refined_metal,2060,0.0
ROW,Ni,scrap,2060,0.0
ROW,Sn,concentrate,2060,0.0
ROW,Sn,refined_metal,2060,0.0
ROW,Sn,scrap,2060,0.0
EU27,Zn,concentrate,2061,0.0
EU27,Zn,refined_metal,2061,0.0
EU27,Zn,scrap,2061,0.0
EU27,Ni,concentrate,2061,0.0
EU27,Ni,refined_metal,2061,0.0
EU27,Ni,scrap,2061,0.0
EU27,Sn,concentrate,2061,0.0
EU27,Sn,refined_metal,2061,0.0
EU27,Sn,scrap,2061,0.0
CHN,Zn,concentrate,2061,0.0
CHN,Zn,refined_metal,2061,0.0
CHN,Zn,scrap,2061,0.0
CHN,Ni,concentrate,2061,0.0
CHN,Ni,refined_metal,2061,0.0
CHN,Ni,scrap,2061,0.0
CHN,Sn,concentrate,2061,0.0
CHN,Sn,refined_metal,2061,0.0
CHN,Sn,scrap,2061,0.0
ROW,Zn,concentrate,2061,0.0
ROW,Zn,refined_metal,2061,0.0
ROW,Zn,scrap,2061,0.0
ROW,Ni,concentrate,2061,0.0
ROW,Ni,refined_metal,2061,0.0
ROW,Ni,scrap,2061,0.0
ROW,Sn,concentrate,2061,0.0
ROW,Sn,refined_metal,2061,0.0
ROW,Sn,scrap,2061,0.0
EU27,Zn,concentrate,2062,0.0
EU27,Zn,refined_metal,2062,0.0
EU27,Zn,scrap,2062,0.0
EU27,Ni,concentrate,2062,0.0
EU27,Ni,refined_metal,2062,0.0
EU27,Ni,scrap,2062,0.0
EU27,Sn,concentrate,2062,0.0
EU27,Sn,refined_metal,2062,0.0
EU27,Sn,scrap,2062,0.0
CHN,Zn,concentrate,2062,0.0
CHN,Zn,refined_metal,2062,0.0
CHN,Zn,scrap,2062,0.0
CHN,Ni,concentrate,2062,0.0
CHN,Ni,refined_metal,2062,0.0
CHN,Ni,scrap,2062,0.0
CHN,Sn,concentrate,2062,0.0
CHN,Sn,refined_metal,2062,0.0
CHN,Sn,scrap,2062,0.0
ROW,Zn,concentrate,2062,0.0
ROW,Zn,refined_metal,2062,0.0
ROW,Zn,scrap,2062,0.0
ROW,Ni,concentrate,2062,0.0
ROW,Ni,refined_metal,2062,0.0
ROW,Ni,scrap,2062,0.0
ROW,Sn,concentrate,2062,0.0
ROW,Sn,refined_metal,2062,0.0
ROW,Sn,scrap,2062,0.0
EU27,Zn,concentrate,2063,0.0
EU27,Zn,refined_metal,2063,0.0
EU27,Zn,scrap,2063,0.0
EU27,Ni,concentrate,2063,0.0
EU27,Ni,refined_metal,2063,0.0
EU27,Ni,scrap,2063,0.0
EU27,Sn,concentrate,2063,0.0
EU27,Sn,refined_metal,2063,0.0
EU27,Sn,scrap,2063,0.0
CHN,Zn,concentrate,2063,0.0
CHN,Zn,refined_metal,2063,0.0
CHN,Zn,scrap,2063,0.0
CHN,Ni,concentrate,2063,0.0
CHN,Ni,refined_metal,2063,0.0
CHN,Ni,scrap,2063,0.0
CHN,Sn,concentrate,2063,0.0
CHN,Sn,refined_metal,2063,0.0
CHN,Sn,scrap,2063,0.0
ROW,Zn,concentrate,2063,0.0
ROW,Zn,refined_metal,2063,0.0
ROW,Zn,scrap,2063,0.0
ROW,Ni,concentrate,2063,0.0
ROW,Ni,refined_metal,2063,0.0
ROW,Ni,scrap,2063,0.0
ROW,Sn,concentrate,2063,0.0
ROW,Sn,refined_metal,2063,0.0
ROW,Sn,scrap,2063,0.0
EU27,Zn,concentrate,2064,0.0
EU27,Zn,refined_metal,2064,0.0
EU27,Zn,scrap,2064,0.0
EU27,Ni,concentrate,2064,0.0
EU27,Ni,refined_metal,2064,0.0
EU27,Ni,scrap,2064,0.0
EU27,Sn,concentrate,2064,0.0
EU27,Sn,refined_metal,2064,0.0
EU27,Sn,scrap,2064,0.0
CHN,Zn,concentrate,2064,0.0
CHN,Zn,refined_metal,2064,0.0
CHN,Zn,scrap,2064,0.0
CHN,Ni,concentrate,2064,0.0
CHN,Ni,refined_metal,2064,0.0
CHN,Ni,scrap,2064,0.0
CHN,Sn,concentrate,2064,0.0
CHN,Sn,refined_metal,2064,0.0
CHN,Sn,scrap,2064,0.0
ROW,Zn,concentrate,2064,0.0
ROW,Zn,refined_metal,2064,0.0
ROW,Zn,scrap,2064,0.0
ROW,Ni,concentrate,2064,0.0
ROW,Ni,refined_metal,2064,0.0
ROW,Ni,scrap,2064,0.0
ROW,Sn,concentrate,2064,0.0
ROW,Sn,refined_metal,2064,0.0
ROW,Sn,scrap,2064,0.0
EU27,Zn,concentrate,2065,0.0
EU27,Zn,refined_metal,2065,0.0
EU27,Zn,scrap,2065,0.0
EU27,Ni,concentrate,2065,0.0
EU27,Ni,refined_metal,2065,0.0
EU27,Ni,scrap,2065,0.0
EU27,Sn,concentrate,2065,0.0
EU27,Sn,refined_metal,2065,0.0
EU27,Sn,scrap,2065,0.0
CHN,Zn,concentrate,2065,0.0
CHN,Zn,refined_metal,2065,0.0
CHN,Zn,scrap,2065,0.0
CHN,Ni,concentrate,2065,0.0
CHN,Ni,refined_metal,2065,0.0
CHN,Ni,scrap,2065,0.0
CHN,Sn,concentrate,2065,0.0
CHN,Sn,refined_metal,2065,0.0
CHN,Sn,scrap,2065,0.0
ROW,Zn,concentrate,2065,0.0
ROW,Zn,refined_metal,2065,0.0
ROW,Zn,scrap,2065,0.0
ROW,Ni,concentrate,2065,0.0
ROW,Ni,refined_metal,2065,0.0
ROW,Ni,scrap,2065,0.0
ROW,Sn,concentrate,2065,0.0
ROW,Sn,refined_metal,2065,0.0
ROW,Sn,scrap,2065,0.0
EU27,Zn,concentrate,2066,0.0
EU27,Zn,refined_metal,2066,0.0
EU27,Zn,scrap,2066,0.0
EU27,Ni,concentrate,2066,0.0
EU27,Ni,refined_metal,2066,0.0
EU27,Ni,scrap,2066,0.0
EU27,Sn,concentrate,2066,0.0
EU27,Sn,refined_metal,2066,0.0
EU27,Sn,scrap,2066,0.0
CHN,Zn,concentrate,2066,0.0
CHN,Zn,refined_metal,2066,0.0
CHN,Zn,scrap,2066,0.0
CHN,Ni,concentrate,2066,0.0
CHN,Ni,refined_metal,2066,0.0
CHN,Ni,scrap,2066,0.0
CHN,Sn,concentrate,2066,0.0
CHN,Sn,refined_metal,2066,0.0
CHN,Sn,scrap,2066,0.0
ROW,Zn,concentrate,2066,0.0
ROW,Zn,refined_metal,2066,0.0
ROW,Zn,scrap,2066,0.0
ROW,Ni,concentrate,2066,0.0
ROW,Ni,refined_metal,2066,0.0
ROW,Ni,scrap,2066,0.0
ROW,Sn,concentrate,2066,0.0
ROW,Sn,refined_metal,2066,0.0
ROW,Sn,scrap,2066,0.0
EU27,Zn,concentrate,2067,0.0
EU27,Zn,refined_metal,2067,0.0
EU27,Zn,scrap,2067,0.0
EU27,Ni,concentrate,2067,0.0
EU27,Ni,refined_metal,2067,0.0
EU27,Ni,scrap,2067,0.0
EU27,Sn,concentrate,2067,0.0
EU27,Sn,refined_metal,2067,0.0
EU27,Sn,scrap,2067,0.0
CHN,Zn,concentrate,2067,0.0
CHN,Zn,refined_metal,2067,0.0
CHN,Zn,scrap,2067,0.0
CHN,Ni,concentrate,2067,0.0
CHN,Ni,refined_metal,2067,0.0
CHN,Ni,scrap,2067,0.0
CHN,Sn,concentrate,2067,0.0
CHN,Sn,refined_metal,2067,0.0
CHN,Sn,scrap,2067,0.0
ROW,Zn,concentrate,2067,0.0
ROW,Zn,refined_metal,2067,0.0
ROW,Zn,scrap,2067,0.0
ROW,Ni,concentrate,2067,0.0
ROW,Ni,refined_metal,2067,0.0
ROW,Ni,scrap,2067,0.0
ROW,Sn,concentrate,2067,0.0
ROW,Sn,refined_metal,2067,0.0
ROW,Sn,scrap,2067,0.0
EU27,Zn,concentrate,2068,0.0
EU27,Zn,refined_metal,2068,0.0
EU27,Zn,scrap,2068,0.0
EU27,Ni,concentrate,2068,0.0
EU27,Ni,refined_metal,2068,0.0
EU27,Ni,scrap,2068,0.0
EU27,Sn,concentrate,2068,0.0
EU27,Sn,refined_metal,2068,0.0
EU27,Sn,scrap,2068,0.0
CHN,Zn,concentrate,2068,0.0
CHN,Zn,refined_metal,2068,0.0
CHN,Zn,scrap,2068,0.0
CHN,Ni,concentrate,2068,0.0
CHN,Ni,refined_metal,2068,0.0
CHN,Ni,scrap,2068,0.0
CHN,Sn,concentrate,2068,0.0
CHN,Sn,refined_metal,2068,0.0
CHN,Sn,scrap,2068,0.0
ROW,Zn,concentrate,2068,0.0
ROW,Zn,refined_metal,2068,0.0
ROW,Zn,scrap,2068,0.0
ROW,Ni,concentrate,2068,0.0
ROW,Ni,refined_metal,2068,0.0
ROW,Ni,scrap,2068,0.0
ROW,Sn,concentrate,2068,0.0
ROW,Sn,refined_metal,2068,0.0
ROW,Sn,scrap,2068,0.0
EU27,Zn,concentrate,2069,0.0
EU27,Zn,refined_metal,2069,0.0
EU27,Zn,scrap,2069,0.0
EU27,Ni,concentrate,2069,0.0
EU27,Ni,refined_metal,2069,0.0
EU27,Ni,scrap,2069,0.0
EU27,Sn,concentrate,2069,0.0
EU27,Sn,refined_metal,2069,0.0
EU27,Sn,scrap,2069,0.0
CHN,Zn,concentrate,2069,0.0
CHN,Zn,refined_metal,2069,0.0
CHN,Zn,scrap,2069,0.0
CHN,Ni,concentrate,2069,0.0
CHN,Ni,refined_metal,2069,0.0
CHN,Ni,scrap,2069,0.0
CHN,Sn,concentrate,2069,0.0
CHN,Sn,refined_metal,2069,0.0
CHN,Sn,scrap,2069,0.0
ROW,Zn,concentrate,2069,0.0
ROW,Zn,refined_metal,2069,0.0
ROW,Zn,scrap,2069,0.0
ROW,Ni,concentrate,2069,0.0
ROW,Ni,refined_metal,2069,0.0
ROW,Ni,scrap,2069,0.0
ROW,Sn,concentrate,2069,0.0
ROW,Sn,refined_metal,2069,0.0
ROW,Sn,scrap,2069,0.0
EU27,Zn,concentrate,2070,0.0
EU27,Zn,refined_metal,2070,0.0
EU27,Zn,scrap,2070,0.0
EU27,Ni,concentrate,2070,0.0
EU27,Ni,refined_metal,2070,0.0
EU27,Ni,scrap,2070,0.0
EU27,Sn,concentrate,2070,0.0
EU27,Sn,refined_metal,2070,0.0
EU27,Sn,scrap,2070,0.0
CHN,Zn,concentrate,2070,0.0
CHN,Zn,refined_metal,2070,0.0
CHN,Zn,scrap,2070,0.0
CHN,Ni,concentrate,2070,0.0
CHN,Ni,refined_metal,2070,0.0
CHN,Ni,scrap,2070,0.0
CHN,Sn,concentrate,2070,0.0
CHN,Sn,refined_metal,2070,0.0
CHN,Sn,scrap,2070,0.0
ROW,Zn,concentrate,2070,0.0
ROW,Zn,refined_metal,2070,0.0
ROW,Zn,scrap,2070,0.0
ROW,Ni,concentrate,2070,0.0
ROW,Ni,refined_metal,2070,0.0
ROW,Ni,scrap,2070,0.0
ROW,Sn,concentrate,2070,0.0
ROW,Sn,refined_metal,2070,0.0
ROW,Sn,scrap,2070,0.0
EU27,Zn,concentrate,2071,0.0
EU27,Zn,refined_metal,2071,0.0
EU27,Zn,scrap,2071,0.0
EU27,Ni,concentrate,2071,0.0
EU27,Ni,refined_metal,2071,0.0
EU27,Ni,scrap,2071,0.0
EU27,Sn,concentrate,2071,0.0
EU27,Sn,refined_metal,2071,0.0
EU27,Sn,scrap,2071,0.0
CHN,Zn,concentrate,2071,0.0
CHN,Zn,refined_metal,2071,0.0
CHN,Zn,scrap,2071,0.0
CHN,Ni,concentrate,2071,0.0
CHN,Ni,refined_metal,2071,0.0
CHN,Ni,scrap,2071,0.0
CHN,Sn,concentrate,2071,0.0
CHN,Sn,refined_metal,2071,0.0
CHN,Sn,scrap,2071,0.0
ROW,Zn,concentrate,2071,0.0
ROW,Zn,refined_metal,2071,0.0
ROW,Zn,scrap,2071,0.0
ROW,Ni,concentrate,2071,0.0
ROW,Ni,refined_metal,2071,0.0
ROW,Ni,scrap,2071,0.0
ROW,Sn,concentrate,2071,0.0
ROW,Sn,refined_metal,2071,0.0
ROW,Sn,scrap,2071,0.0
EU27,Zn,concentrate,2072,0.0
EU27,Zn,refined_metal,2072,0.0
EU27,Zn,scrap,2072,0.0
EU27,Ni,concentrate,2072,0.0
EU27,Ni,refined_metal,2072,0.0
EU27,Ni,scrap,2072,0.0
EU27,Sn,concentrate,2072,0.0
EU27,Sn,refined_metal,2072,0.0
EU27,Sn,scrap,2072,0.0
CHN,Zn,concentrate,2072,0.0
CHN,Zn,refined_metal,2072,0.0
CHN,Zn,scrap,2072,0.0
CHN,Ni,concentrate,2072,0.0
CHN,Ni,refined_metal,2072,0.0
CHN,Ni,scrap,2072,0.0
CHN,Sn,concentrate,2072,0.0
CHN,Sn,refined_metal,2072,0.0
CHN,Sn,scrap,2072,0.0
ROW,Zn,concentrate,2072,0.0
ROW,Zn,refined_metal,2072,0.0
ROW,Zn,scrap,2072,0.0
ROW,Ni,concentrate,2072,0.0
ROW,Ni,refined_metal,2072,0.0
ROW,Ni,scrap,2072,0.0
ROW,Sn,concentrate,2072,0.0
ROW,Sn,refined_metal,2072,0.0
ROW,Sn,scrap,2072,0.0
EU27,Zn,concentrate,2073,0.0
EU27,Zn,refined_metal,2073,0.0
EU27,Zn,scrap,2073,0.0
EU27,Ni,concentrate,2073,0.0
EU27,Ni,refined_metal,2073,0.0
EU27,Ni,scrap,2073,0.0
EU27,Sn,concentrate,2073,0.0
EU27,Sn,refined_metal,2073,0.0
EU27,Sn,scrap,2073,0.0
CHN,Zn,concentrate,2073,0.0
CHN,Zn,refined_metal,2073,0.0
CHN,Zn,scrap,2073,0.0
CHN,Ni,concentrate,2073,0.0
CHN,Ni,refined_metal,2073,0.0
CHN,Ni,scrap,2073,0.0
CHN,Sn,concentrate,2073,0.0
CHN,Sn,refined_metal,2073,0.0
CHN,Sn,scrap,2073,0.0
ROW,Zn,concentrate,2073,0.0
ROW,Zn,refined_metal,2073,0.0
ROW,Zn,scrap,2073,0.0
ROW,Ni,concentrate,2073,0.0
ROW,Ni,refined_metal,2073,0.0
ROW,Ni,scrap,2073,0.0
ROW,Sn,concentrate,2073,0.0
ROW,Sn,refined_metal,2073,0.0
ROW,Sn,scrap,2073,0.0
EU27,Zn,concentrate,2074,0.0
EU27,Zn,refined_metal,2074,0.0
EU27,Zn,scrap,2074,0.0
EU27,Ni,concentrate,2074,0.0
EU27,Ni,refined_metal,2074,0.0
EU27,Ni,scrap,2074,0.0
EU27,Sn,concentrate,2074,0.0
EU27,Sn,refined_metal,2074,0.0
EU27,Sn,scrap,2074,0.0
CHN,Zn,concentrate,2074,0.0
CHN,Zn,refined_metal,2074,0.0
CHN,Zn,scrap,2074,0.0
CHN,Ni,concentrate,2074,0.0
CHN,Ni,refined_metal,2074,0.0
CHN,Ni,scrap,2074,0.0
CHN,Sn,concentrate,2074,0.0
CHN,Sn,refined_metal,2074,0.0
CHN,Sn,scrap,2074,0.0
ROW,Zn,concentrate,2074,0.0
ROW,Zn,refined_metal,2074,0.0
ROW,Zn,scrap,2074,0.0
ROW,Ni,concentrate,2074,0.0
ROW,Ni,refined_metal,2074,0.0
ROW,Ni,scrap,2074,0.0
ROW,Sn,concentrate,2074,0.0
ROW,Sn,refined_metal,2074,0.0
ROW,Sn,scrap,2074,0.0
EU27,Zn,concentrate,2075,0.0
EU27,Zn,refined_metal,2075,0.0
EU27,Zn,scrap,2075,0.0
EU27,Ni,concentrate,2075,0.0
EU27,Ni,refined_metal,2075,0.0
EU27,Ni,scrap,2075,0.0
EU27,Sn,concentrate,2075,0.0
EU27,Sn,refined_metal,2075,0.0
EU27,Sn,scrap,2075,0.0
CHN,Zn,concentrate,2075,0.0
CHN,Zn,refined_metal,2075,0.0
CHN,Zn,scrap,2075,0.0
CHN,Ni,concentrate,2075,0.0
CHN,Ni,refined_metal,2075,0.0
CHN,Ni,scrap,2075,0.0
CHN,Sn,concentrate,2075,0.0
CHN,Sn,refined_metal,2075,0.0
CHN,Sn,scrap,2075,0.0
ROW,Zn,concentrate,2075,0.0
ROW,Zn,refined_metal,2075,0.0
ROW,Zn,scrap,2075,0.0
ROW,Ni,concentrate,2075,0.0
ROW,Ni,refined_metal,2075,0.0
ROW,Ni,scrap,2075,0.0
ROW,Sn,concentrate,2075,0.0
ROW,Sn,refined_metal,2075,0.0
ROW,Sn,scrap,2075,0.0
EU27,Zn,concentrate,2076,0.0
EU27,Zn,refined_metal,2076,0.0
EU27,Zn,scrap,2076,0.0
EU27,Ni,concentrate,2076,0.0
EU27,Ni,refined_metal,2076,0.0
EU27,Ni,scrap,2076,0.0
EU27,Sn,concentrate,2076,0.0
EU27,Sn,refined_metal,2076,0.0
EU27,Sn,scrap,2076,0.0
CHN,Zn,concentrate,2076,0.0
CHN,Zn,refined_metal,2076,0.0
CHN,Zn,scrap,2076,0.0
CHN,Ni,concentrate,2076,0.0
CHN,Ni,refined_metal,2076,0.0
CHN,Ni,scrap,2076,0.0
CHN,Sn,concentrate,2076,0.0
CHN,Sn,refined_metal,2076,0.0
CHN,Sn,scrap,2076,0.0
ROW,Zn,concentrate,2076,0.0
ROW,Zn,refined_metal,2076,0.0
ROW,Zn,scrap,2076,0.0
ROW,Ni,concentrate,2076,0.0
ROW,Ni,refined_metal,2076,0.0
ROW,Ni,scrap,2076,0.0
ROW,Sn,concentrate,2076,0.0
ROW,Sn,refined_metal,2076,0.0
ROW,Sn,scrap,2076,0.0
EU27,Zn,concentrate,2077,0.0
EU27,Zn,refined_metal,2077,0.0
EU27,Zn,scrap,2077,0.0
EU27,Ni,concentrate,2077,0.0
EU27,Ni,refined_metal,2077,0.0
EU27,Ni,scrap,2077,0.0
EU27,Sn,concentrate,2077,0.0
EU27,Sn,refined_metal,2077,0.0
EU27,Sn,scrap,2077,0.0
CHN,Zn,concentrate,2077,0.0
CHN,Zn,refined_metal,2077,0.0
CHN,Zn,scrap,2077,0.0
CHN,Ni,concentrate,2077,0.0
CHN,Ni,refined_metal,2077,0.0
CHN,Ni,scrap,2077,0.0
CHN,Sn,concentrate,2077,0.0
CHN,Sn,refined_metal,2077,0.0
CHN,Sn,scrap,2077,0.0
ROW,Zn,concentrate,2077,0.0
ROW,Zn,refined_metal,2077,0.0
ROW,Zn,scrap,2077,0.0
ROW,Ni,concentrate,2077,0.0
ROW,Ni,refined_metal,2077,0.0
ROW,Ni,scrap,2077,0.0
ROW,Sn,concentrate,2077,0.0
ROW,Sn,refined_metal,2077,0.0
ROW,Sn,scrap,2077,0.0
EU27,Zn,concentrate,2078,0.0
EU27,Zn,refined_metal,2078,0.0
EU27,Zn,scrap,2078,0.0
EU27,Ni,concentrate,2078,0.0
EU27,Ni,refined_metal,2078,0.0
EU27,Ni,scrap,2078,0.0
EU27,Sn,concentrate,2078,0.0
EU27,Sn,refined_metal,2078,0.0
EU27,Sn,scrap,2078,0.0
CHN,Zn,concentrate,2078,0.0
CHN,Zn,refined_metal,2078,0.0
CHN,Zn,scrap,2078,0.0
CHN,Ni,concentrate,2078,0.0
CHN,Ni,refined_metal,2078,0.0
CHN,Ni,scrap,2078,0.0
CHN,Sn,concentrate,2078,0.0
CHN,Sn,refined_metal,2078,0.0
CHN,Sn,scrap,2078,0.0
ROW,Zn,concentrate,2078,0.0
ROW,Zn,refined_metal,2078,0.0
ROW,Zn,scrap,2078,0.0
ROW,Ni,concentrate,2078,0.0
ROW,Ni,refined_metal,2078,0.0
ROW,Ni,scrap,2078,0.0
ROW,Sn,concentrate,2078,0.0
ROW,Sn,refined_metal,2078,0.0
ROW,Sn,scrap,2078,0.0
EU27,Zn,concentrate,2079,0.0
EU27,Zn,refined_metal,2079,0.0
EU27,Zn,scrap,2079,0.0
EU27,Ni,concentrate,2079,0.0
EU27,Ni,refined_metal,2079,0.0
EU27,Ni,scrap,2079,0.0
EU27,Sn,concentrate,2079,0.0
EU27,Sn,refined_metal,2079,0.0
EU27,Sn,scrap,2079,0.0
CHN,Zn,concentrate,2079,0.0
CHN,Zn,refined_metal,2079,0.0
CHN,Zn,scrap,2079,0.0
CHN,Ni,concentrate,2079,0.0
CHN,Ni,refined_metal,2079,0.0
CHN,Ni,scrap,2079,0.0
CHN,Sn,concentrate,2079,0.0
CHN,Sn,refined_metal,2079,0.0
CHN,Sn,scrap,2079,0.0
ROW,Zn,concentrate,2079,0.0
ROW,Zn,refined_metal,2079,0.0
ROW,Zn,scrap,2079,0.0
ROW,Ni,concentrate,2079,0.0
ROW,Ni,refined_metal,2079,0.0
ROW,Ni,scrap,2079,0.0
ROW,Sn,concentrate,2079,0.0
ROW,Sn,refined_metal,2079,0.0
ROW,Sn,scrap,2079,0.0
EU27,Zn,concentrate,2080,0.0
EU27,Zn,refined_metal,2080,0.0
EU27,Zn,scrap,2080,0.0
EU27,Ni,concentrate,2080,0.0
EU27,Ni,refined_metal,2080,0.0
EU27,Ni,scrap,2080,0.0
EU27,Sn,concentrate,2080,0.0
EU27,Sn,refined_metal,2080,0.0
EU27,Sn,scrap,2080,0.0
CHN,Zn,concentrate,2080,0.0
CHN,Zn,refined_metal,2080,0.0
CHN,Zn,scrap,2080,0.0
CHN,Ni,concentrate,2080,0.0
CHN,Ni,refined_metal,2080,0.0
CHN,Ni,scrap,2080,0.0
CHN,Sn,concentrate,2080,0.0
CHN,Sn,refined_metal,2080,0.0
CHN,Sn,scrap,2080,0.0
ROW,Zn,concentrate,2080,0.0
ROW,Zn,refined_metal,2080,0.0
ROW,Zn,scrap,2080,0.0
ROW,Ni,concentrate,2080,0.0
ROW,Ni,refined_metal,2080,0.0
ROW,Ni,scrap,2080,0.0
ROW,Sn,concentrate,2080,0.0
ROW,Sn,refined_metal,2080,0.0
ROW,Sn,scrap,2080,0.0
EU27,Zn,concentrate,2081,0.0
EU27,Zn,refined_metal,2081,0.0
EU27,Zn,scrap,2081,0.0
EU27,Ni,concentrate,2081,0.0
EU27,Ni,refined_metal,2081,0.0
EU27,Ni,scrap,2081,0.0
EU27,Sn,concentrate,2081,0.0
EU27,Sn,refined_metal,2081,0.0
EU27,Sn,scrap,2081,0.0
CHN,Zn,concentrate,2081,0.0
CHN,Zn,refined_metal,2081,0.0
CHN,Zn,scrap,2081,0.0
CHN,Ni,concentrate,2081,0.0
CHN,Ni,refined_metal,2081,0.0
CHN,Ni,scrap,2081,0.0
CHN,Sn,concentrate,2081,0.0
CHN,Sn,refined_metal,2081,0.0
CHN,Sn,scrap,2081,0.0
ROW,Zn,concentrate,2081,0.0
ROW,Zn,refined_metal,2081,0.0
ROW,Zn,scrap,2081,0.0
ROW,Ni,concentrate,2081,0.0
ROW,Ni,refined_metal,2081,0.0
ROW,Ni,scrap,2081,0.0
ROW,Sn,concentrate,2081,0.0
ROW,Sn,refined_metal,2081,0.0
ROW,Sn,scrap,2081,0.0
EU27,Zn,concentrate,2082,0.0
EU27,Zn,refined_metal,2082,0.0
EU27,Zn,scrap,2082,0.0
EU27,Ni,concentrate,2082,0.0
EU27,Ni,refined_metal,2082,0.0
EU27,Ni,scrap,2082,0.0
EU27,Sn,concentrate,2082,0.0
EU27,Sn,refined_metal,2082,0.0
EU27,Sn,scrap,2082,0.0
CHN,Zn,concentrate,2082,0.0
CHN,Zn,refined_metal,2082,0.0
CHN,Zn,scrap,2082,0.0
CHN,Ni,concentrate,2082,0.0
CHN,Ni,refined_metal,2082,0.0
CHN,Ni,scrap,2082,0.0
CHN,Sn,concentrate,2082,0.0
CHN,Sn,refined_metal,2082,0.0
CHN,Sn,scrap,2082,0.0
ROW,Zn,concentrate,2082,0.0
ROW,Zn,refined_metal,2082,0.0
ROW,Zn,scrap,2082,0.0
ROW,Ni,concentrate,2082,0.0
ROW,Ni,refined_metal,2082,0.0
ROW,Ni,scrap,2082,0.0
ROW,Sn,concentrate,2082,0.0
ROW,Sn,refined_metal,2082,0.0
ROW,Sn,scrap,2082,0.0
EU27,Zn,concentrate,2083,0.0
EU27,Zn,refined_metal,2083,0.0
EU27,Zn,scrap,2083,0.0
EU27,Ni,concentrate,2083,0.0
EU27,Ni,refined_metal,2083,0.0
EU27,Ni,scrap,2083,0.0
EU27,Sn,concentrate,2083,0.0
EU27,Sn,refined_metal,2083,0.0
EU27,Sn,scrap,2083,0.0
CHN,Zn,concentrate,2083,0.0
CHN,Zn,refined_metal,2083,0.0
CHN,Zn,scrap,2083,0.0
CHN,Ni,concentrate,2083,0.0
CHN,Ni,refined_metal,2083,0.0
CHN,Ni,scrap,2083,0.0
CHN,Sn,concentrate,2083,0.0
CHN,Sn,refined_metal,2083,0.0
CHN,Sn,scrap,2083,0.0
ROW,Zn,concentrate,2083,0.0
ROW,Zn,refined_metal,2083,0.0
